"2030","GetFightDodgyAssoluta","1","绝对闪避","","dodgyAssoluta","1000","Infinite","0"
"2031","GetFightCritAssoluta","1","绝对暴击","","critAssoluta","1000","Infinite","0"
"2032","GetFightUncritAssoluta","1","绝对韧性","","uncritAssoluta","1000","Infinite","0"
"2033","GetFightAtkSpeedAddPercent","1","攻速增幅","","atkSpeedAddPercent","1000","Infinite","0"
"2034","GetFightRunSpeedAddPercent","1","移速增幅","","runSpeedAddPercent","1000","Infinite","0"
"2035","GetFightSkillRatio","1","技能系数","","(skillRatio+skillRadioAdd)*0.0001","2000","Infinite","0"
"2036","GetFightSkillRadioAdd","1","技能增幅","","skillRadioAdd*0.0001","2000","Infinite","0"
"2037","GetFightSkillFixedAdd","1","技能附加增幅","","skillFixedAdd*0.0001","2000","Infinite","0"
"2038","GetFightAtkAddPercent","1","攻击增幅","","atkAddPercent*0.0001","2000","Infinite","0"
"2039","GetFightAtkMinusPercent","1","攻击减幅","","atkMinusPercent*0.0001","2000","Infinite","0"
"2040","GetFightHpAddPercent","1","生命增幅","","hpAddPercent*0.0001","2000","Infinite","0"
"2041","GetFightHpMinusPercent","1","生命减幅","","hpMinusPercent*0.0001","2000","Infinite","0"
"2042","GetFightDefAddPercent","1","防御增幅","","defAddPercent*0.0001","2000","Infinite","0"
"2043","GetFightDefMinusPercent","1","防御减幅","","defMinusPercent*0.0001","2000","Infinite","0"
"2044","GetFightHitAddPercent","1","命中增幅","","hitAddPercent*0.0001","2000","Infinite","0"
"2045","GetFightDodgyAddPercent","1","闪避增幅","","dodgyAddPercent*0.0001","2000","Infinite","0"
"2046","GetFightCritAddPercent","1","暴击增幅","","critAddPercent*0.0001","2000","Infinite","0"
"2047","GetFightUncritAddPercent","1","韧性增幅","","uncritAddPercent*0.0001","2000","Infinite","0"
"2048","GetFightDamageInc","1","伤害加深","","damageInc*0.0001","2000","Infinite","0"
"2049","GetFightDamageDec","1","伤害减免","","damageDec*0.0001","2000","Infinite","0"
"2050","GetFightCritInc","1","暴伤加深","","critInc*0.0001","2000","Infinite","0"
"2051","GetFightCritDec","1","暴伤减免","","critDec*0.0001","2000","Infinite","0"
"2052","GetFightGreatAtk","1","精绝一击","","greatAtk","1000","Infinite","0"
"2053","GetFightGreatDef","1","精绝抵抗","","greatDef","1000","Infinite","0"
"2054","GetFightCriticalAtk","1","会心一击","","criticalAtk","1000","Infinite","0"
"2055","GetFightCriticalDef","1","会心抵抗","","criticalDef","1000","Infinite","0"
"2056","GetFightLuckyAtk","1","无双一击","","luckyAtk","1000","Infinite","0"
"2057","GetFightLuckyDef","1","无双抵抗","","luckyDef","1000","Infinite","0"
"2058","GetFightFatalAtk","1","致命一击","","fatalAtk","1000","Infinite","0"
"2059","GetFightFatalDef","1","致命抵抗","","fatalDef","1000","Infinite","0"
"2060","GetFightGreatAtkAddPercent","1","精绝增幅","","greatAtkAddPercent*0.0001","2000","Infinite","0"
"2061","GetFightGreatAtkMinusPercent","1","精绝减幅","","greatAtkMinusPercent*0.0001","2000","Infinite","0"
"2062","GetFightCriticalAtkAddPercent","1","会心增幅","","criticalAtkAddPercent*0.0001","2000","Infinite","0"
"2063","GetFightCriticalAtkMinusPercent","1","会心减幅","","criticalAtkMinusPercent*0.0001","2000","Infinite","0"
"2064","GetFightLuckyAtkAddPercent","1","无双增幅","","luckyAtkAddPercent*0.0001","2000","Infinite","0"
"2065","GetFightLuckyAtkMinusPercent","1","无双减幅","","luckyAtkMinusPercent*0.0001","2000","Infinite","0"
"2066","GetFightFatalAtkAddPercent","1","致命增幅","","fatalAtkAddPercent*0.0001","2000","Infinite","0"
"2067","GetFightFatalAtkMinusPercent","1","致命减幅","","fatalAtkMinusPercent*0.0001","2000","Infinite","0"
"2068","GetFightIgnoreAtk","1","破甲一击","","ignoreAtk","1000","Infinite","0"
"2069","GetFightIgnoreDef","1","破甲抵抗","","ignoreDef","1000","Infinite","0"
"2070","GetFightIgnoreAtkAdd","1","破甲增幅","","ignoreAtkAdd*0.0001","2000","Infinite","0"
"2071","GetFightIgnoreAtkDec","1","破甲减幅","","ignoreAtkDec*0.0001","2000","Infinite","0"
"2072","GetFightHealRate","1","恢复概率","","healRate","1000","Infinite","0"
"2073","GetFightHealRadio","1","回复增幅","","healRadio*0.0001","2000","Infinite","0"
"2074","GetFightCureRadio","1","生命回复增幅","","cureRadio*0.0001","2000","Infinite","0"
"2075","GetFightReflexRate","1","反伤概率","","0.3+reflexRate*0.0001","1000","Infinite","0"
"2076","GetFightThorns","1","反伤","","thorns","1000","Infinite","0"
"2077","GetFightPvpDamageAddPercent","1","PVP加成","","pvpDamageAddPercent*0.0001","1000","Infinite","0"
"2078","GetFightPvpDamageMinusPercent","1","PVP减免","","pvpDamageMinusPercent*0.0001","1000","Infinite","0"
"2079","GetFightArtifactAddPercent","1","神器加成","","artifactAddPercent*0.0001","1000","Infinite","0"
"2080","GetFightArtifactMinusPercent","1","神器减免","","artifactMinusPercent*0.0001","1000","Infinite","0"
"2081","GetFightPartnerAddPercent","1","伙伴加成","","partnerAddPercent*0.0001","1000","Infinite","0"
"2082","GetFightPartnerMinusPercent","1","伙伴减免","","partnerMinusPercent*0.0001","1000","Infinite","0"
"2083","GetFightBossDamageAddPercent","1","BOSS加成","","bossDamageAddPercent*0.0001","1000","Infinite","0"
"2084","GetFightMaxHpPerDamage","1","目标血量百分比伤害","","maxHpPerDamage*0.0001","1000","Infinite","0"
"2085","GetFightPartnerInherit","1","伙伴/召唤物继承主角攻击百分比","","partnerInherit*0.0001","1000","Infinite","0"
"2086","GetFightExpBonus","1","经验加成","","expBonus*0.0001","1000","Infinite","0"
"2087","GetFightKillGoldRecover","1","金币加成","","killGoldRecover*0.0001","1000","Infinite","0"
"2088","GetFightKillHpRecover","1","杀怪回复生命","","killHpRecover","1000","Infinite","0"
"2089","GetFightKillMpRecover","1","杀怪回复灵力","","killMpRecover","1000","Infinite","0"
"2090","GetFightAtkLevel","1","等级攻击加成","","atkLevel","1000","Infinite","0"
"2091","GetFightDefLevel","1","等级防御加成","","defLevel","1000","Infinite","0"
"2092","GetFightHpMax","1","血量上限","","hp","1000","Infinite","0"
"2093","GetFightProtectRadioPve","1","PVE保底伤害系数","","0.05","1000","Infinite","0"
"2094","GetFightProtectRadioPvp","1","PVP保底伤害系数","","0.1","1000","Infinite","0"
"2095","GetFightLevelMax","1","每个版本下等级上限","","1000","1000","Infinite","1"
"2096","GetFightLevel","1","攻击方等级","","","1000","Infinite","1"
"2097","GetFightCritDamageMultipler","1","暴击默认伤害倍率","","1.3","1000","Infinite","1"
"2098","GetFightGreatAtkDamageMultipler","1","精绝一击默认伤害倍率","","1.3","1000","Infinite","1"
"2099","GetFightCriticalAtkDamageMultipler","1","会心一击默认伤害倍率","","1.5","1000","Infinite","1"
"2100","GetFightLuckyAtkDamageMultipler","1","无双一击默认伤害倍率","","2","1000","Infinite","1"
"2101","GetFightFatalAtkDamageMultipler","1","致命一击默认伤害倍率","","RandB(3,5)","1000","Infinite","1"
"2102","GetFightPartnerDamageAdd","1","伙伴默认对BOSS伤害加成倍率","","1.2","1000","Infinite","1"
